Subject ID,Slice Index,Haarpsi,VSI,VIF,NQM
brain_AXFLAIR_210_6001937,0,0.9452632746427485,tensor(0.9931),tensor(0.6421),23.50712623612111
brain_AXFLAIR_210_6001937,1,0.9626708444232587,tensor(0.9958),tensor(0.7261),28.641111373640506
brain_AXFLAIR_210_6001937,2,0.9343120217322424,tensor(0.9921),tensor(0.6393),22.212264796261067
brain_AXFLAIR_210_6001937,3,0.9039298219955941,tensor(0.9887),tensor(0.5921),23.30478578336738
brain_AXFLAIR_210_6001937,4,0.9483827413175622,tensor(0.9929),tensor(0.6712),22.91873090291371
brain_AXFLAIR_210_6001937,5,0.9591002945928495,tensor(0.9941),tensor(0.6803),28.071185321245586
brain_AXFLAIR_210_6001937,6,0.894846864383971,tensor(0.9857),tensor(0.5559),22.061145134182937
brain_AXFLAIR_210_6001937,7,0.9217781895150852,tensor(0.9893),tensor(0.6120),29.732736739325397
brain_AXFLAIR_210_6001937,8,0.9453034364789489,tensor(0.9919),tensor(0.6506),26.160122899345026
brain_AXFLAIR_210_6001937,9,0.9483174272761605,tensor(0.9897),tensor(0.5825),24.94947479319852
brain_AXFLAIR_210_6001937,10,0.8777001483883519,tensor(0.9828),tensor(0.4835),25.06990387765915
brain_AXFLAIR_210_6001937,11,0.8731014530797592,tensor(0.9820),tensor(0.4829),29.38493862534348
brain_AXFLAIR_210_6001937,12,0.948269160655269,tensor(0.9901),tensor(0.4985),31.328417504478075
brain_AXFLAIR_210_6001937,13,0.9034907726454204,tensor(0.9861),tensor(0.4021),22.205389064550015
brain_AXFLAIR_210_6001937,14,0.9588715706356253,tensor(0.9947),tensor(0.5135),24.564290644711857
brain_AXFLAIR_210_6001937,15,0.8701465664288157,tensor(0.9824),tensor(0.2791),24.566618834718838
brain_AXFLAIR_210_6001905,0,0.9082828343738834,tensor(0.9900),tensor(0.6101),22.622083468652793
brain_AXFLAIR_210_6001905,1,0.9081162243825828,tensor(0.9880),tensor(0.5761),18.428275943401964
brain_AXFLAIR_210_6001905,2,0.9332576020202955,tensor(0.9908),tensor(0.6262),21.5508783462081
brain_AXFLAIR_210_6001905,3,0.8795423675792713,tensor(0.9856),tensor(0.5618),18.504819209346497
brain_AXFLAIR_210_6001905,4,0.9346932771904869,tensor(0.9927),tensor(0.6547),25.042725532327115
brain_AXFLAIR_210_6001905,5,0.96600204083359,tensor(0.9935),tensor(0.6754),36.68031126615819
brain_AXFLAIR_210_6001905,6,0.9652303074712227,tensor(0.9931),tensor(0.6493),28.77211268680114
brain_AXFLAIR_210_6001905,7,0.9645884806710946,tensor(0.9926),tensor(0.6721),35.470798523660044
brain_AXFLAIR_210_6001905,8,0.9792737059425574,tensor(0.9964),tensor(0.7477),31.692560079887244
brain_AXFLAIR_210_6001905,9,0.9140942172475472,tensor(0.9862),tensor(0.5992),26.270373183061754
brain_AXFLAIR_210_6001905,10,0.9422506837701473,tensor(0.9894),tensor(0.6540),26.048345541324018
brain_AXFLAIR_210_6001905,11,0.9683961680395022,tensor(0.9923),tensor(0.6461),36.09789414574982
brain_AXFLAIR_210_6001905,12,0.9602464688026794,tensor(0.9936),tensor(0.5509),23.744321871156266
brain_AXFLAIR_210_6001905,13,0.962394423717832,tensor(0.9945),tensor(0.5787),33.93738632197057
brain_AXFLAIR_210_6001905,14,0.9561689040920718,tensor(0.9932),tensor(0.5290),31.720881802102852
brain_AXFLAIR_210_6001905,15,0.9336465546028473,tensor(0.9889),tensor(0.3476),25.657766242887096
brain_AXFLAIR_210_6001897,0,0.9306199438802134,tensor(0.9878),tensor(0.5940),32.34041120969223
brain_AXFLAIR_210_6001897,1,0.9407914798290052,tensor(0.9901),tensor(0.6438),27.310471309854407
brain_AXFLAIR_210_6001897,2,0.9214921404060858,tensor(0.9878),tensor(0.6049),24.19516699303138
brain_AXFLAIR_210_6001897,3,0.9344261872641875,tensor(0.9886),tensor(0.6345),29.92152019054123
brain_AXFLAIR_210_6001897,4,0.9573709433907776,tensor(0.9936),tensor(0.6874),33.54674693079743
brain_AXFLAIR_210_6001897,5,0.9264763936816689,tensor(0.9899),tensor(0.6142),21.82176737456001
brain_AXFLAIR_210_6001897,6,0.950805393284529,tensor(0.9917),tensor(0.6495),26.785823785928883
brain_AXFLAIR_210_6001897,7,0.9632117015039253,tensor(0.9930),tensor(0.6701),20.969562852513853
brain_AXFLAIR_210_6001897,8,0.9278685479654065,tensor(0.9900),tensor(0.6186),29.834516374107448
brain_AXFLAIR_210_6001897,9,0.9051605904258617,tensor(0.9848),tensor(0.5734),19.498669519358387
brain_AXFLAIR_210_6001897,10,0.8734931011131407,tensor(0.9800),tensor(0.5329),30.323650888849592
brain_AXFLAIR_210_6001897,11,0.8935610388520071,tensor(0.9858),tensor(0.5983),25.458104399383515
brain_AXFLAIR_210_6001897,12,0.9615475365602505,tensor(0.9951),tensor(0.6860),33.991513374781775
brain_AXFLAIR_210_6001897,13,0.9465827653241194,tensor(0.9923),tensor(0.5360),31.81400110821377
brain_AXFLAIR_210_6001897,14,0.9333557977146828,tensor(0.9884),tensor(0.4311),28.030043202295268
brain_AXFLAIR_210_6001897,15,0.9375041600748715,tensor(0.9912),tensor(0.4239),28.704134065381
brain_AXFLAIR_210_6001885,0,0.9582099238283941,tensor(0.9916),tensor(0.6560),25.38332679302669
brain_AXFLAIR_210_6001885,1,0.9718454845880294,tensor(0.9948),tensor(0.6980),24.11173277835994
brain_AXFLAIR_210_6001885,2,0.9551770690406777,tensor(0.9942),tensor(0.7186),31.355635064672054
brain_AXFLAIR_210_6001885,3,0.9392574711811713,tensor(0.9903),tensor(0.6292),24.188925458447187
brain_AXFLAIR_210_6001885,4,0.9390768894444069,tensor(0.9929),tensor(0.7023),27.140746838565764
brain_AXFLAIR_210_6001885,5,0.9205177714905519,tensor(0.9896),tensor(0.5942),22.57308292109449
brain_AXFLAIR_210_6001885,6,0.9167302656288476,tensor(0.9874),tensor(0.5915),26.354550331750378
brain_AXFLAIR_210_6001885,7,0.9328381703589153,tensor(0.9875),tensor(0.5855),33.35862580807441
brain_AXFLAIR_210_6001885,8,0.900305511622892,tensor(0.9865),tensor(0.5875),32.21017569527669
brain_AXFLAIR_210_6001885,9,0.9128893807765094,tensor(0.9838),tensor(0.5498),25.641009813016336
brain_AXFLAIR_210_6001885,10,0.9397773100371175,tensor(0.9879),tensor(0.5713),33.20811129663579
brain_AXFLAIR_210_6001885,11,0.9605516672807953,tensor(0.9905),tensor(0.6038),35.65073107609331
brain_AXFLAIR_210_6001885,12,0.9303044749619866,tensor(0.9884),tensor(0.5647),29.94923826667954
brain_AXFLAIR_210_6001885,13,0.9510192006470435,tensor(0.9921),tensor(0.5400),33.38102785123616
