Subject ID,Slice Index,Haarpsi,VSI,VIF,NQM
brain_AXT1_201_6002836,0,0.7841814205939153,tensor(0.9738),tensor(0.4296),21.4445958214967
brain_AXT1_201_6002836,1,0.8708042532147762,tensor(0.9806),tensor(0.4832),26.06766491059716
brain_AXT1_201_6002836,2,0.820484969402015,tensor(0.9768),tensor(0.4330),22.73095496512097
brain_AXT1_201_6002836,3,0.9007417959508817,tensor(0.9880),tensor(0.5346),26.956340697617016
brain_AXT1_201_6002836,4,0.8839415271248057,tensor(0.9863),tensor(0.5110),27.730267025031804
brain_AXT1_201_6002836,5,0.8605593298321629,tensor(0.9825),tensor(0.4731),26.521286533072647
brain_AXT1_201_6002836,6,0.8768157072202489,tensor(0.9853),tensor(0.4760),26.056092971829123
brain_AXT1_201_6002836,7,0.9484947448272588,tensor(0.9933),tensor(0.5683),22.888755810977514
brain_AXT1_201_6002836,8,0.9409748327935733,tensor(0.9922),tensor(0.5561),30.502053751468363
brain_AXT1_201_6002836,9,0.9302373486441117,tensor(0.9892),tensor(0.4866),27.48873363064652
brain_AXT1_201_6002836,10,0.9240565267311042,tensor(0.9887),tensor(0.4701),28.398026154747093
brain_AXT1_201_6002836,11,0.912228237385519,tensor(0.9886),tensor(0.4580),30.219856561978432
brain_AXT1_201_6002836,12,0.9272411915499833,tensor(0.9894),tensor(0.4544),28.550708781624664
brain_AXT1_201_6002836,13,0.9428655497340362,tensor(0.9912),tensor(0.4698),30.178913373024834
brain_AXT1_201_6002836,14,0.8680333208354531,tensor(0.9797),tensor(0.3004),24.764533390128843
brain_AXT1_201_6002836,15,0.8565314975736518,tensor(0.9788),tensor(0.2705),20.23677901141466
brain_AXT1_201_6002779,0,0.8663261962137035,tensor(0.9809),tensor(0.4757),25.36992817105215
brain_AXT1_201_6002779,1,0.8978870256934216,tensor(0.9846),tensor(0.5334),27.271958086729114
brain_AXT1_201_6002779,2,0.8855164492290463,tensor(0.9836),tensor(0.5208),25.888352490443573
brain_AXT1_201_6002779,3,0.839049819811242,tensor(0.9824),tensor(0.4969),24.123987289447072
brain_AXT1_201_6002779,4,0.9266407160177969,tensor(0.9905),tensor(0.5765),25.600467388781432
brain_AXT1_201_6002779,5,0.8606233652391159,tensor(0.9856),tensor(0.5055),23.76100766907043
brain_AXT1_201_6002779,6,0.9298842760707428,tensor(0.9911),tensor(0.5732),27.485093760144956
brain_AXT1_201_6002779,7,0.9199737899981281,tensor(0.9902),tensor(0.5367),27.850290788374874
brain_AXT1_201_6002779,8,0.9444323699361286,tensor(0.9910),tensor(0.5356),30.88692058587963
brain_AXT1_201_6002779,9,0.9196120049947109,tensor(0.9893),tensor(0.5418),31.018269255840462
brain_AXT1_201_6002779,10,0.9302705523469568,tensor(0.9895),tensor(0.5293),30.89979662428998
brain_AXT1_201_6002779,11,0.9228946414694579,tensor(0.9871),tensor(0.4924),30.316251508126832
brain_AXT1_201_6002779,12,0.8952760370781515,tensor(0.9846),tensor(0.4257),26.354542171432136
brain_AXT1_201_6002779,13,0.8439741914424939,tensor(0.9783),tensor(0.3476),24.86283390943765
brain_AXT1_201_6002779,14,0.8387050479325433,tensor(0.9803),tensor(0.2855),21.009901886904416
brain_AXT1_201_6002779,15,0.7778497217323052,tensor(0.9735),tensor(0.1803),16.552262482622492
brain_AXT1_201_6002717,0,0.8668890264452223,tensor(0.9816),tensor(0.4652),26.33629256099649
brain_AXT1_201_6002717,1,0.8582263466336625,tensor(0.9808),tensor(0.4729),26.232321198901968
brain_AXT1_201_6002717,2,0.8444869723934756,tensor(0.9787),tensor(0.4285),18.39336319948151
brain_AXT1_201_6002717,3,0.834817369632642,tensor(0.9776),tensor(0.4017),17.383544058356303
brain_AXT1_201_6002717,4,0.907305933674136,tensor(0.9860),tensor(0.4586),27.78694838307301
brain_AXT1_201_6002717,5,0.9099864310995748,tensor(0.9885),tensor(0.4634),24.139724836779862
brain_AXT1_201_6002717,6,0.9134733023604285,tensor(0.9879),tensor(0.4691),27.571150512503152
brain_AXT1_201_6002717,7,0.9422774840529783,tensor(0.9908),tensor(0.4983),23.408181627563557
brain_AXT1_201_6002717,8,0.9106884477824745,tensor(0.9866),tensor(0.4340),24.807220853074988
brain_AXT1_201_6002717,9,0.9072993270159414,tensor(0.9840),tensor(0.3789),25.763453469351106
brain_AXT1_201_6002717,10,0.887753065925862,tensor(0.9812),tensor(0.3328),25.138181319183435
brain_AXT1_201_6002717,11,0.8591766152583658,tensor(0.9785),tensor(0.3334),23.703461682204914
brain_AXT1_201_6002717,12,0.8450399148727075,tensor(0.9752),tensor(0.2367),24.308025123375106
brain_AXT1_201_6002717,13,0.8471845044195208,tensor(0.9776),tensor(0.2078),23.89144431140472
brain_AXT1_201_6002717,14,0.8179258512682939,tensor(0.9736),tensor(0.1344),21.21546177891615
brain_AXT1_201_6002717,15,0.673425908940936,tensor(0.9600),tensor(0.0783),13.342526461177894
brain_AXT1PRE_210_6001891,0,0.9144084685548524,tensor(0.9867),tensor(0.5730),31.560036329199125
brain_AXT1PRE_210_6001891,1,0.9107767061480312,tensor(0.9871),tensor(0.5730),32.799742556842915
brain_AXT1PRE_210_6001891,2,0.9026278259044913,tensor(0.9904),tensor(0.5916),30.781053069865795
brain_AXT1PRE_210_6001891,3,0.9312796469860426,tensor(0.9914),tensor(0.6096),31.08430446812605
brain_AXT1PRE_210_6001891,4,0.9698161198953905,tensor(0.9951),tensor(0.6512),30.38005224974706
